"rollno","name","age","grade","department"
"R47908","Student47908",27,"D","IT"
"R47909","Student47909",23,"C","Mech"
"R47910","Student47910",19,"B","CS"
"R47911","Student47911",19,"D","CS"
"R47912","Student47912",29,"B","IT"
"R47913","Student47913",19,"C","ECE"
"R47914","Student47914",20,"F","ECE"
"R47915","Student47915",29,"A","Civil"
"R47916","Student47916",29,"C","IT"
"R47917","Student47917",20,"C","Civil"
"R47918","Student47918",20,"C","Mech"
"R47919","Student47919",30,"F","Civil"
"R47920","Student47920",22,"A","IT"
"R47921","Student47921",25,"B","CS"
"R47922","Student47922",24,"C","Mech"
"R47923","Student47923",19,"D","CS"
"R47924","Student47924",24,"F","ECE"
"R47925","Student47925",21,"A","CS"
"R47926","Student47926",21,"B","ECE"
"R47927","Student47927",18,"A","Civil"
"R47928","Student47928",21,"F","Civil"
"R47929","Student47929",29,"F","CS"
"R47930","Student47930",30,"B","Civil"
"R47931","Student47931",23,"C","CS"
"R47932","Student47932",20,"F","Civil"
"R47933","Student47933",23,"B","Mech"
"R47934","Student47934",29,"D","CS"
"R47935","Student47935",29,"C","Civil"
"R47936","Student47936",19,"B","IT"
"R47937","Student47937",27,"F","IT"
"R47938","Student47938",21,"D","Civil"
"R47939","Student47939",21,"A","Mech"
"R47940","Student47940",25,"C","IT"
"R47941","Student47941",26,"C","CS"
"R47942","Student47942",23,"D","Civil"
"R47943","Student47943",27,"D","CS"
"R47944","Student47944",20,"A","ECE"
"R47945","Student47945",18,"D","ECE"
"R47946","Student47946",27,"F","ECE"
"R47947","Student47947",20,"B","IT"
"R47948","Student47948",18,"D","ECE"
"R47949","Student47949",28,"B","Civil"
"R47950","Student47950",20,"C","Mech"
"R47951","Student47951",27,"D","ECE"
"R47952","Student47952",27,"A","Mech"
"R47953","Student47953",19,"A","ECE"
"R47954","Student47954",30,"C","ECE"
"R47955","Student47955",23,"B","ECE"
"R47956","Student47956",23,"A","Mech"
"R47957","Student47957",21,"B","Civil"
"R47958","Student47958",21,"B","Civil"
"R47959","Student47959",27,"C","Mech"
"R47960","Student47960",20,"A","Civil"
"R47961","Student47961",22,"F","IT"
"R47962","Student47962",26,"A","Civil"
"R47963","Student47963",23,"A","Civil"
"R47964","Student47964",30,"D","Mech"
"R47965","Student47965",21,"B","ECE"
"R47966","Student47966",27,"C","Mech"
"R47967","Student47967",29,"A","IT"
"R47968","Student47968",24,"F","IT"
"R47969","Student47969",30,"D","ECE"
"R47970","Student47970",25,"B","Mech"
"R47971","Student47971",20,"A","Mech"
"R47972","Student47972",21,"C","Civil"
"R47973","Student47973",27,"F","Mech"
"R47974","Student47974",22,"C","ECE"
"R47975","Student47975",23,"D","ECE"
"R47976","Student47976",24,"A","ECE"
"R47977","Student47977",23,"D","IT"
"R47978","Student47978",28,"D","ECE"
"R47979","Student47979",20,"F","CS"
"R47980","Student47980",29,"D","Civil"
"R47981","Student47981",27,"D","ECE"
"R47982","Student47982",28,"C","Mech"
"R47983","Student47983",27,"D","CS"
"R47984","Student47984",28,"B","ECE"
"R47985","Student47985",23,"C","Mech"
"R47986","Student47986",26,"C","Mech"
"R47987","Student47987",22,"B","ECE"
"R47988","Student47988",18,"D","IT"
"R47989","Student47989",25,"B","Mech"
"R47990","Student47990",26,"D","Civil"
"R47991","Student47991",27,"C","IT"
"R47992","Student47992",26,"A","Civil"
"R47993","Student47993",26,"C","IT"
"R47994","Student47994",29,"A","ECE"
"R47995","Student47995",20,"C","Mech"
"R47996","Student47996",25,"F","Civil"
"R47997","Student47997",18,"F","CS"
"R47998","Student47998",30,"C","ECE"
"R47999","Student47999",19,"D","CS"
"R48000","Student48000",25,"C","ECE"
"R48001","Student48001",29,"D","IT"
"R48002","Student48002",24,"D","Civil"
"R48003","Student48003",23,"C","Mech"
"R48004","Student48004",24,"C","IT"
"R48005","Student48005",22,"F","Civil"
"R48006","Student48006",25,"D","Mech"
"R48007","Student48007",21,"C","IT"
"R48008","Student48008",29,"B","CS"
"R48009","Student48009",20,"A","Mech"
"R48010","Student48010",22,"C","Mech"
"R48011","Student48011",29,"D","Civil"
"R48012","Student48012",28,"F","Civil"
"R48013","Student48013",22,"F","IT"
"R48014","Student48014",19,"B","ECE"
"R48015","Student48015",23,"C","ECE"
"R48016","Student48016",25,"B","ECE"
"R48017","Student48017",25,"B","Civil"
"R48018","Student48018",26,"D","CS"
"R48019","Student48019",30,"B","Mech"
"R48020","Student48020",21,"C","Mech"
"R48021","Student48021",18,"F","IT"
"R48022","Student48022",27,"C","CS"
"R48023","Student48023",24,"F","ECE"
"R48024","Student48024",29,"B","Mech"
"R48025","Student48025",30,"D","Civil"
"R48026","Student48026",20,"F","Civil"
"R48027","Student48027",29,"C","Mech"
"R48028","Student48028",24,"D","ECE"
"R48029","Student48029",27,"D","Civil"
"R48030","Student48030",30,"C","Mech"
"R48031","Student48031",27,"A","ECE"
"R48032","Student48032",25,"B","CS"
"R48033","Student48033",18,"A","Civil"
"R48034","Student48034",19,"C","IT"
"R48035","Student48035",19,"A","ECE"
"R48036","Student48036",29,"B","Mech"
"R48037","Student48037",23,"A","Civil"
"R48038","Student48038",26,"C","IT"
"R48039","Student48039",27,"A","IT"
"R48040","Student48040",24,"F","Mech"
"R48041","Student48041",19,"A","CS"
"R48042","Student48042",20,"A","Civil"
"R48043","Student48043",23,"A","Mech"
"R48044","Student48044",25,"B","CS"
"R48045","Student48045",19,"F","CS"
"R48046","Student48046",19,"D","IT"
"R48047","Student48047",26,"D","CS"
"R48048","Student48048",23,"B","IT"
"R48049","Student48049",21,"A","Mech"
"R48050","Student48050",30,"A","ECE"
"R48051","Student48051",30,"C","Civil"
"R48052","Student48052",21,"A","IT"
"R48053","Student48053",23,"B","Mech"
"R48054","Student48054",22,"C","IT"
"R48055","Student48055",23,"B","ECE"
"R48056","Student48056",18,"B","Civil"
"R48057","Student48057",23,"C","Civil"
"R48058","Student48058",19,"B","CS"
"R48059","Student48059",29,"A","CS"
"R48060","Student48060",30,"D","ECE"
"R48061","Student48061",24,"F","ECE"
"R48062","Student48062",19,"A","Civil"
"R48063","Student48063",19,"C","CS"
"R48064","Student48064",22,"C","IT"
"R48065","Student48065",23,"C","Mech"
"R48066","Student48066",28,"F","CS"
"R48067","Student48067",28,"A","Mech"
"R48068","Student48068",30,"B","IT"
"R48069","Student48069",24,"D","Civil"
"R48070","Student48070",18,"F","ECE"
"R48071","Student48071",23,"A","Mech"
"R48072","Student48072",19,"A","IT"
"R48073","Student48073",22,"C","CS"
"R48074","Student48074",28,"C","ECE"
"R48075","Student48075",20,"B","Civil"
"R48076","Student48076",22,"B","Civil"
"R48077","Student48077",19,"C","IT"
"R48078","Student48078",28,"B","IT"
"R48079","Student48079",30,"A","Mech"
"R48080","Student48080",28,"F","ECE"
"R48081","Student48081",27,"B","Mech"
"R48082","Student48082",18,"B","Civil"
"R48083","Student48083",20,"B","Civil"
"R48084","Student48084",27,"B","ECE"
"R48085","Student48085",25,"B","Civil"
"R48086","Student48086",22,"A","IT"
"R48087","Student48087",19,"F","IT"
"R48088","Student48088",30,"B","IT"
"R48089","Student48089",21,"C","Civil"
"R48090","Student48090",24,"D","Civil"
"R48091","Student48091",20,"F","CS"
"R48092","Student48092",28,"C","ECE"
"R48093","Student48093",24,"C","IT"
"R48094","Student48094",18,"B","Mech"
"R48095","Student48095",18,"F","ECE"
"R48096","Student48096",21,"F","Mech"
"R48097","Student48097",29,"F","Civil"
"R48098","Student48098",22,"F","ECE"
"R48099","Student48099",24,"C","Civil"
"R48100","Student48100",26,"D","IT"
"R48101","Student48101",24,"F","Mech"
"R48102","Student48102",22,"B","Mech"
"R48103","Student48103",27,"A","Civil"
"R48104","Student48104",24,"C","IT"
"R48105","Student48105",25,"D","ECE"
"R48106","Student48106",21,"D","CS"
"R48107","Student48107",26,"F","Mech"
"R48108","Student48108",23,"F","Civil"
"R48109","Student48109",26,"C","Mech"
"R48110","Student48110",21,"D","CS"
"R48111","Student48111",25,"A","ECE"
"R48112","Student48112",28,"B","CS"
"R48113","Student48113",27,"B","Civil"
"R48114","Student48114",21,"D","ECE"
"R48115","Student48115",21,"C","CS"
"R48116","Student48116",29,"D","CS"
"R48117","Student48117",26,"C","Mech"
"R48118","Student48118",24,"D","IT"
"R48119","Student48119",20,"D","CS"
"R48120","Student48120",18,"C","Civil"
"R48121","Student48121",26,"B","Mech"
"R48122","Student48122",24,"D","Civil"
"R48123","Student48123",27,"B","IT"
"R48124","Student48124",21,"A","IT"
"R48125","Student48125",23,"C","Civil"
"R48126","Student48126",27,"A","CS"
"R48127","Student48127",26,"B","Civil"
"R48128","Student48128",26,"A","CS"
"R48129","Student48129",26,"A","IT"
"R48130","Student48130",22,"B","Mech"
"R48131","Student48131",24,"A","Civil"
"R48132","Student48132",27,"A","ECE"
"R48133","Student48133",20,"B","Civil"
"R48134","Student48134",20,"B","CS"
"R48135","Student48135",19,"C","ECE"
"R48136","Student48136",23,"D","Mech"
"R48137","Student48137",20,"D","Mech"
"R48138","Student48138",23,"D","ECE"
"R48139","Student48139",25,"F","Mech"
"R48140","Student48140",26,"C","CS"
"R48141","Student48141",24,"D","Mech"
"R48142","Student48142",21,"B","Civil"
"R48143","Student48143",19,"D","Civil"
"R48144","Student48144",26,"D","CS"
"R48145","Student48145",21,"C","CS"
"R48146","Student48146",28,"A","Civil"
"R48147","Student48147",22,"B","Civil"
"R48148","Student48148",23,"B","Civil"
"R48149","Student48149",28,"B","ECE"
"R48150","Student48150",28,"B","ECE"
"R48151","Student48151",23,"D","ECE"
"R48152","Student48152",30,"C","CS"
"R48153","Student48153",19,"C","Civil"
"R48154","Student48154",25,"F","CS"
"R48155","Student48155",26,"D","CS"
"R48156","Student48156",23,"B","Mech"
"R48157","Student48157",18,"B","ECE"
"R48158","Student48158",25,"C","CS"
"R48159","Student48159",27,"A","ECE"
"R48160","Student48160",29,"D","Civil"
"R48161","Student48161",22,"A","CS"
"R48162","Student48162",25,"D","Civil"
"R48163","Student48163",29,"B","CS"
"R48164","Student48164",26,"C","Mech"
"R48165","Student48165",29,"D","CS"
"R48166","Student48166",21,"F","ECE"
"R48167","Student48167",18,"B","CS"
"R48168","Student48168",23,"F","CS"
"R48169","Student48169",27,"D","CS"
"R48170","Student48170",19,"F","Civil"
"R48171","Student48171",24,"D","IT"
"R48172","Student48172",23,"D","ECE"
"R48173","Student48173",25,"C","ECE"
"R48174","Student48174",29,"A","Civil"
"R48175","Student48175",26,"A","Mech"
"R48176","Student48176",22,"B","IT"
"R48177","Student48177",18,"A","Mech"
"R48178","Student48178",19,"F","ECE"
"R48179","Student48179",21,"A","ECE"
"R48180","Student48180",20,"B","Mech"
"R48181","Student48181",19,"A","ECE"
"R48182","Student48182",25,"F","IT"
"R48183","Student48183",27,"F","ECE"
"R48184","Student48184",20,"B","Civil"
"R48185","Student48185",19,"D","CS"
"R48186","Student48186",28,"D","CS"
"R48187","Student48187",28,"F","Mech"
"R48188","Student48188",28,"A","Civil"
"R48189","Student48189",22,"D","Mech"
"R48190","Student48190",18,"B","ECE"
"R48191","Student48191",20,"F","CS"
"R48192","Student48192",19,"B","IT"
"R48193","Student48193",30,"C","Civil"
"R48194","Student48194",30,"C","Civil"
"R48195","Student48195",23,"D","ECE"
"R48196","Student48196",30,"B","Civil"
"R48197","Student48197",23,"F","IT"
"R48198","Student48198",19,"A","IT"
"R48199","Student48199",27,"B","Mech"
"R48200","Student48200",30,"D","Mech"
"R48201","Student48201",18,"C","ECE"
"R48202","Student48202",20,"B","IT"
"R48203","Student48203",30,"D","CS"
"R48204","Student48204",29,"D","CS"
"R48205","Student48205",24,"F","Civil"
"R48206","Student48206",24,"C","CS"
"R48207","Student48207",27,"F","Civil"
"R48208","Student48208",20,"B","ECE"
"R48209","Student48209",18,"B","ECE"
"R48210","Student48210",20,"B","IT"
"R48211","Student48211",28,"A","Mech"
"R48212","Student48212",26,"C","CS"
"R48213","Student48213",30,"C","CS"
"R48214","Student48214",29,"F","ECE"
"R48215","Student48215",24,"F","Mech"
"R48216","Student48216",24,"B","IT"
"R48217","Student48217",19,"D","IT"
"R48218","Student48218",20,"B","ECE"
"R48219","Student48219",26,"D","CS"
"R48220","Student48220",20,"C","Mech"
"R48221","Student48221",25,"B","ECE"
"R48222","Student48222",27,"F","ECE"
"R48223","Student48223",23,"A","Civil"
"R48224","Student48224",19,"D","Mech"
"R48225","Student48225",22,"B","CS"
"R48226","Student48226",25,"B","Mech"
"R48227","Student48227",21,"A","ECE"
"R48228","Student48228",25,"A","ECE"
"R48229","Student48229",30,"F","ECE"
"R48230","Student48230",26,"A","CS"
"R48231","Student48231",29,"A","ECE"
"R48232","Student48232",19,"C","ECE"
"R48233","Student48233",25,"C","ECE"
"R48234","Student48234",26,"C","Civil"
"R48235","Student48235",21,"F","Civil"
"R48236","Student48236",20,"D","ECE"
"R48237","Student48237",22,"D","ECE"
"R48238","Student48238",23,"B","ECE"
"R48239","Student48239",24,"A","ECE"
"R48240","Student48240",22,"C","IT"
"R48241","Student48241",20,"A","Mech"
"R48242","Student48242",24,"D","ECE"
"R48243","Student48243",18,"D","CS"
"R48244","Student48244",21,"A","Mech"
"R48245","Student48245",24,"F","ECE"
"R48246","Student48246",21,"D","IT"
"R48247","Student48247",25,"C","Mech"
"R48248","Student48248",22,"A","IT"
"R48249","Student48249",26,"F","ECE"
"R48250","Student48250",18,"C","CS"
"R48251","Student48251",20,"F","Civil"
"R48252","Student48252",18,"A","CS"
"R48253","Student48253",19,"A","Mech"
"R48254","Student48254",23,"F","ECE"
"R48255","Student48255",28,"A","CS"
"R48256","Student48256",23,"D","ECE"
"R48257","Student48257",26,"B","IT"
"R48258","Student48258",22,"F","Civil"
"R48259","Student48259",19,"F","IT"
"R48260","Student48260",24,"F","CS"
"R48261","Student48261",18,"B","Civil"
"R48262","Student48262",21,"B","Mech"
"R48263","Student48263",28,"A","CS"
"R48264","Student48264",23,"D","Civil"
"R48265","Student48265",29,"F","ECE"
"R48266","Student48266",27,"B","ECE"
"R48267","Student48267",25,"D","CS"
"R48268","Student48268",29,"C","CS"
"R48269","Student48269",24,"D","Mech"
"R48270","Student48270",30,"D","Mech"
"R48271","Student48271",23,"D","ECE"
"R48272","Student48272",29,"A","Civil"
"R48273","Student48273",22,"B","IT"
"R48274","Student48274",26,"A","IT"
"R48275","Student48275",22,"C","Civil"
"R48276","Student48276",29,"D","Mech"
"R48277","Student48277",21,"B","IT"
"R48278","Student48278",20,"C","Civil"
"R48279","Student48279",19,"D","IT"
"R48280","Student48280",18,"F","Mech"
"R48281","Student48281",28,"F","ECE"
"R48282","Student48282",18,"C","CS"
"R48283","Student48283",23,"D","ECE"
"R48284","Student48284",18,"C","CS"
"R48285","Student48285",21,"B","ECE"
"R48286","Student48286",21,"A","Civil"
"R48287","Student48287",20,"F","Civil"
"R48288","Student48288",27,"A","ECE"
"R48289","Student48289",29,"D","Civil"
"R48290","Student48290",22,"F","IT"
"R48291","Student48291",27,"D","Civil"
"R48292","Student48292",25,"D","CS"
"R48293","Student48293",19,"A","Mech"
"R48294","Student48294",20,"F","Mech"
"R48295","Student48295",18,"F","Civil"
"R48296","Student48296",18,"D","Mech"
"R48297","Student48297",25,"F","Civil"
"R48298","Student48298",27,"D","Mech"
"R48299","Student48299",22,"B","Civil"
"R48300","Student48300",27,"D","Civil"
"R48301","Student48301",20,"B","Civil"
"R48302","Student48302",27,"F","Civil"
"R48303","Student48303",28,"B","IT"
"R48304","Student48304",18,"D","ECE"
"R48305","Student48305",19,"A","Civil"
"R48306","Student48306",23,"A","Mech"
"R48307","Student48307",28,"B","Mech"
"R48308","Student48308",26,"C","IT"
"R48309","Student48309",27,"A","ECE"
"R48310","Student48310",22,"B","CS"
"R48311","Student48311",21,"C","Mech"
"R48312","Student48312",23,"C","ECE"
"R48313","Student48313",19,"D","CS"
"R48314","Student48314",29,"D","Mech"
"R48315","Student48315",19,"B","IT"
"R48316","Student48316",28,"A","IT"
"R48317","Student48317",30,"A","CS"
"R48318","Student48318",29,"D","IT"
"R48319","Student48319",21,"A","ECE"
"R48320","Student48320",25,"A","CS"
"R48321","Student48321",24,"F","Civil"
"R48322","Student48322",25,"D","IT"
"R48323","Student48323",28,"C","IT"
"R48324","Student48324",29,"D","CS"
"R48325","Student48325",30,"B","Mech"
"R48326","Student48326",20,"B","Mech"
"R48327","Student48327",26,"B","CS"
"R48328","Student48328",28,"B","Civil"
"R48329","Student48329",24,"C","IT"
"R48330","Student48330",20,"C","Mech"
"R48331","Student48331",29,"F","IT"
"R48332","Student48332",24,"B","CS"
"R48333","Student48333",25,"A","Civil"
"R48334","Student48334",21,"D","Civil"
"R48335","Student48335",29,"B","Mech"
"R48336","Student48336",26,"C","Civil"
"R48337","Student48337",29,"C","IT"
"R48338","Student48338",21,"D","IT"
"R48339","Student48339",29,"C","Mech"
"R48340","Student48340",28,"A","IT"
"R48341","Student48341",23,"F","CS"
"R48342","Student48342",25,"B","Mech"
"R48343","Student48343",21,"F","Mech"
"R48344","Student48344",27,"B","ECE"
"R48345","Student48345",19,"A","ECE"
"R48346","Student48346",27,"D","IT"
"R48347","Student48347",24,"B","Civil"
"R48348","Student48348",30,"B","CS"
"R48349","Student48349",26,"B","CS"
"R48350","Student48350",19,"F","Mech"
"R48351","Student48351",25,"F","IT"
"R48352","Student48352",21,"D","Civil"
"R48353","Student48353",28,"A","IT"
"R48354","Student48354",19,"F","ECE"
"R48355","Student48355",24,"D","IT"
"R48356","Student48356",23,"F","CS"
"R48357","Student48357",21,"F","IT"
"R48358","Student48358",19,"F","ECE"
"R48359","Student48359",25,"A","Civil"
"R48360","Student48360",29,"F","CS"
"R48361","Student48361",21,"C","CS"
"R48362","Student48362",26,"C","ECE"
"R48363","Student48363",29,"F","ECE"
"R48364","Student48364",25,"C","CS"
"R48365","Student48365",18,"C","Mech"
"R48366","Student48366",23,"F","ECE"
"R48367","Student48367",25,"C","Civil"
"R48368","Student48368",23,"F","Civil"
"R48369","Student48369",23,"F","Civil"
"R48370","Student48370",30,"D","Civil"
"R48371","Student48371",29,"D","CS"
"R48372","Student48372",21,"A","CS"
"R48373","Student48373",23,"A","Civil"
"R48374","Student48374",18,"F","CS"
"R48375","Student48375",18,"A","CS"
"R48376","Student48376",22,"A","ECE"
"R48377","Student48377",20,"F","Civil"
"R48378","Student48378",29,"C","CS"
"R48379","Student48379",23,"D","IT"
"R48380","Student48380",28,"A","Mech"
"R48381","Student48381",20,"D","IT"
"R48382","Student48382",20,"C","IT"
"R48383","Student48383",27,"D","Civil"
"R48384","Student48384",28,"F","Civil"
"R48385","Student48385",26,"B","ECE"
"R48386","Student48386",24,"C","CS"
"R48387","Student48387",28,"D","Mech"
"R48388","Student48388",26,"C","Mech"
"R48389","Student48389",30,"D","Civil"
"R48390","Student48390",30,"A","ECE"
"R48391","Student48391",27,"F","CS"
"R48392","Student48392",19,"B","ECE"
"R48393","Student48393",18,"D","Mech"
"R48394","Student48394",26,"B","CS"
"R48395","Student48395",28,"D","Civil"
"R48396","Student48396",29,"A","IT"
"R48397","Student48397",23,"D","Mech"
"R48398","Student48398",27,"B","Civil"
"R48399","Student48399",26,"A","IT"
"R48400","Student48400",26,"A","CS"
"R48401","Student48401",21,"C","CS"
"R48402","Student48402",25,"D","IT"
"R48403","Student48403",21,"F","IT"
"R48404","Student48404",21,"C","Civil"
"R48405","Student48405",29,"A","Mech"
"R48406","Student48406",18,"A","Mech"
"R48407","Student48407",27,"F","CS"
"R48408","Student48408",20,"F","IT"
"R48409","Student48409",26,"F","Civil"
"R48410","Student48410",23,"D","Civil"
"R48411","Student48411",24,"D","IT"
"R48412","Student48412",22,"B","CS"
"R48413","Student48413",19,"C","ECE"
"R48414","Student48414",21,"D","Mech"
"R48415","Student48415",29,"B","ECE"
"R48416","Student48416",27,"D","ECE"
"R48417","Student48417",27,"C","CS"
"R48418","Student48418",23,"C","Mech"
"R48419","Student48419",28,"F","CS"
"R48420","Student48420",24,"B","Civil"
"R48421","Student48421",18,"A","Civil"
"R48422","Student48422",18,"F","Civil"
"R48423","Student48423",21,"B","Mech"
"R48424","Student48424",23,"A","IT"
"R48425","Student48425",18,"A","IT"
"R48426","Student48426",18,"D","Civil"
"R48427","Student48427",24,"B","Mech"
"R48428","Student48428",29,"C","CS"
"R48429","Student48429",26,"F","CS"
"R48430","Student48430",19,"C","IT"
"R48431","Student48431",28,"C","ECE"
"R48432","Student48432",27,"B","IT"
"R48433","Student48433",26,"A","CS"
"R48434","Student48434",18,"A","IT"
"R48435","Student48435",20,"C","IT"
"R48436","Student48436",24,"D","ECE"
"R48437","Student48437",29,"A","CS"
"R48438","Student48438",26,"A","Mech"
"R48439","Student48439",25,"D","IT"
"R48440","Student48440",30,"D","Mech"
"R48441","Student48441",28,"F","Civil"
"R48442","Student48442",24,"A","Civil"
"R48443","Student48443",25,"A","ECE"
"R48444","Student48444",30,"A","CS"
"R48445","Student48445",18,"B","Civil"
"R48446","Student48446",21,"C","Civil"
"R48447","Student48447",19,"C","Mech"
"R48448","Student48448",21,"C","IT"
"R48449","Student48449",22,"A","Mech"
"R48450","Student48450",23,"D","ECE"
"R48451","Student48451",22,"D","CS"
"R48452","Student48452",29,"F","Mech"
"R48453","Student48453",28,"C","ECE"
"R48454","Student48454",18,"D","CS"
"R48455","Student48455",23,"F","Mech"
"R48456","Student48456",22,"C","Civil"
"R48457","Student48457",27,"B","IT"
"R48458","Student48458",24,"C","IT"
"R48459","Student48459",26,"A","Civil"
"R48460","Student48460",28,"F","IT"
"R48461","Student48461",20,"B","CS"
"R48462","Student48462",24,"F","CS"
"R48463","Student48463",27,"F","ECE"
"R48464","Student48464",23,"D","Civil"
"R48465","Student48465",23,"B","IT"
"R48466","Student48466",30,"D","Mech"
"R48467","Student48467",29,"D","Civil"
"R48468","Student48468",22,"B","CS"
"R48469","Student48469",21,"D","CS"
"R48470","Student48470",29,"F","CS"
"R48471","Student48471",27,"A","Civil"
"R48472","Student48472",28,"C","Mech"
"R48473","Student48473",23,"B","CS"
"R48474","Student48474",29,"F","IT"
"R48475","Student48475",25,"A","Civil"
"R48476","Student48476",18,"D","IT"
"R48477","Student48477",25,"D","CS"
"R48478","Student48478",28,"C","IT"
"R48479","Student48479",19,"B","ECE"
"R48480","Student48480",25,"F","CS"
"R48481","Student48481",24,"F","IT"
"R48482","Student48482",19,"D","ECE"
"R48483","Student48483",21,"D","ECE"
"R48484","Student48484",23,"B","Mech"
"R48485","Student48485",27,"A","Mech"
"R48486","Student48486",20,"C","Civil"
"R48487","Student48487",28,"F","CS"
"R48488","Student48488",24,"F","Civil"
"R48489","Student48489",19,"C","ECE"
"R48490","Student48490",30,"A","ECE"
"R48491","Student48491",19,"A","ECE"
"R48492","Student48492",23,"A","CS"
"R48493","Student48493",29,"F","Civil"
"R48494","Student48494",27,"A","ECE"
"R48495","Student48495",24,"C","Mech"
"R48496","Student48496",24,"A","ECE"
"R48497","Student48497",18,"A","Civil"
"R48498","Student48498",27,"B","Mech"
"R48499","Student48499",29,"F","ECE"
"R48500","Student48500",22,"B","CS"
"R48501","Student48501",29,"D","Civil"
"R48502","Student48502",19,"B","CS"
"R48503","Student48503",19,"D","ECE"
"R48504","Student48504",23,"F","IT"
"R48505","Student48505",23,"F","ECE"
"R48506","Student48506",25,"A","CS"
"R48507","Student48507",30,"C","Civil"
"R48508","Student48508",18,"D","Mech"
"R48509","Student48509",30,"A","ECE"
"R48510","Student48510",26,"F","Civil"
"R48511","Student48511",29,"F","CS"
"R48512","Student48512",28,"A","ECE"
"R48513","Student48513",21,"F","Civil"
"R48514","Student48514",27,"C","IT"
"R48515","Student48515",20,"F","CS"
"R48516","Student48516",23,"D","Mech"
"R48517","Student48517",27,"F","ECE"
"R48518","Student48518",23,"B","Civil"
"R48519","Student48519",27,"B","Mech"
"R48520","Student48520",24,"B","Mech"
"R48521","Student48521",20,"D","Mech"
"R48522","Student48522",26,"D","Civil"
"R48523","Student48523",19,"C","Mech"
"R48524","Student48524",23,"B","IT"
"R48525","Student48525",27,"D","IT"
"R48526","Student48526",23,"C","ECE"
"R48527","Student48527",20,"B","IT"
"R48528","Student48528",21,"A","ECE"
"R48529","Student48529",30,"B","Civil"
"R48530","Student48530",28,"D","ECE"
"R48531","Student48531",19,"B","IT"
"R48532","Student48532",21,"C","Civil"
"R48533","Student48533",21,"D","Civil"
"R48534","Student48534",22,"B","ECE"
"R48535","Student48535",26,"A","ECE"
"R48536","Student48536",22,"A","Mech"
"R48537","Student48537",22,"C","IT"
"R48538","Student48538",25,"A","Mech"
"R48539","Student48539",27,"C","Civil"
"R48540","Student48540",21,"A","IT"
"R48541","Student48541",24,"B","Mech"
"R48542","Student48542",24,"A","IT"
"R48543","Student48543",18,"C","CS"
"R48544","Student48544",20,"B","Civil"
"R48545","Student48545",21,"F","IT"
"R48546","Student48546",30,"A","CS"
"R48547","Student48547",25,"C","Civil"
"R48548","Student48548",20,"C","ECE"
"R48549","Student48549",19,"B","CS"
"R48550","Student48550",18,"B","Mech"
"R48551","Student48551",24,"B","Civil"
"R48552","Student48552",27,"B","IT"
"R48553","Student48553",30,"D","Civil"
"R48554","Student48554",23,"A","CS"
"R48555","Student48555",20,"C","CS"
"R48556","Student48556",30,"C","ECE"
"R48557","Student48557",18,"B","Mech"
"R48558","Student48558",28,"B","ECE"
"R48559","Student48559",28,"C","IT"
"R48560","Student48560",27,"F","CS"
"R48561","Student48561",23,"C","Mech"
"R48562","Student48562",24,"F","Civil"
"R48563","Student48563",28,"C","ECE"
"R48564","Student48564",24,"F","IT"
"R48565","Student48565",26,"F","IT"
"R48566","Student48566",18,"D","ECE"
"R48567","Student48567",18,"B","CS"
"R48568","Student48568",18,"A","Civil"
"R48569","Student48569",21,"A","CS"
"R48570","Student48570",24,"A","Mech"
"R48571","Student48571",21,"B","ECE"
"R48572","Student48572",30,"D","IT"
"R48573","Student48573",29,"B","CS"
"R48574","Student48574",24,"C","IT"
"R48575","Student48575",20,"D","IT"
"R48576","Student48576",22,"A","Civil"
"R48577","Student48577",19,"D","Civil"
"R48578","Student48578",23,"A","ECE"
"R48579","Student48579",21,"F","IT"
"R48580","Student48580",18,"F","Civil"
"R48581","Student48581",30,"D","CS"
"R48582","Student48582",20,"C","Civil"
"R48583","Student48583",26,"C","Mech"
"R48584","Student48584",24,"D","IT"
"R48585","Student48585",27,"D","IT"
"R48586","Student48586",26,"D","ECE"
"R48587","Student48587",26,"C","ECE"
"R48588","Student48588",21,"A","Civil"
"R48589","Student48589",19,"C","CS"
"R48590","Student48590",28,"C","CS"
"R48591","Student48591",20,"C","IT"
"R48592","Student48592",22,"A","Civil"
"R48593","Student48593",28,"A","IT"
"R48594","Student48594",21,"D","Civil"
"R48595","Student48595",20,"F","ECE"
"R48596","Student48596",21,"F","Civil"
"R48597","Student48597",18,"D","IT"
"R48598","Student48598",19,"B","Mech"
"R48599","Student48599",20,"C","Civil"
"R48600","Student48600",26,"B","Mech"
"R48601","Student48601",26,"B","IT"
"R48602","Student48602",23,"C","ECE"
"R48603","Student48603",18,"A","ECE"
"R48604","Student48604",30,"B","ECE"
"R48605","Student48605",29,"A","Civil"
"R48606","Student48606",27,"A","ECE"
"R48607","Student48607",25,"A","Mech"
"R48608","Student48608",19,"A","Mech"
"R48609","Student48609",25,"F","Civil"
"R48610","Student48610",24,"F","IT"
"R48611","Student48611",18,"F","ECE"
"R48612","Student48612",21,"B","IT"
"R48613","Student48613",25,"B","Civil"
"R48614","Student48614",22,"C","ECE"
"R48615","Student48615",25,"C","Mech"
"R48616","Student48616",29,"C","Civil"
"R48617","Student48617",25,"F","Civil"
"R48618","Student48618",21,"B","Mech"
"R48619","Student48619",29,"D","IT"
